id,x,y,name,classname,region,toryvote,population,valgainprivrent,unitsperthouprivrent,valgainall,valgainallpc,aveval,wasparty,isparty,waspartynum,ispartynum,namelen
E14000792,25,30,Lincoln,Lincoln,East_Midlands,37.5,107697,331.1,108,330.6,5.8,116364,Con,Con,1,1,7
E14001057,16,18,Wyre and Preston North,Wyre_and_Preston_North,North_West_,52.4,88676,170.4,58,-479.9,-7,176547,Con,Con,1,1,22
S14000054,19,5,Perth and North Perthshire,Perth_and_North_Perthshire,Scotland,30.5,98280,136.4,83,363.5,4.9,156077,SNP,SNP,0,0,26
S14000013,17,10,Dumfries and Galloway,Dumfries_and_Galloway,Scotland,31.6,95416,-6.2,74,-153.8,-2.7,116792,Lab,Lab,0,0,21
W07000049,6,38,Aberavon,Aberavon,Wales,14.2,66349,51.2,64,-124.9,-4.4,91448,Lab,Lab,0,0,8
S14000001,18,3,Aberdeen North,Aberdeen_North,Scotland,12.4,100432,621,104,882.6,11.8,148831,Lab,Lab,0,0,14
S14000002,19,3,Aberdeen South,Aberdeen_South,Scotland,20.7,96414,685.7,112,942.5,10.2,191571,Lab,Lab,0,0,14
S14000058,18,4,West Aberdeenshire and Kincardine,West_Aberdeenshire_and_Kincardine,Scotland,30.3,94682,93.5,51,451.2,5.6,201368,LD,LD,0,0,33
E14000530,17,43,Aldershot,Aldershot,South_East,46.7,105099,425.3,76,1500.5,16.8,210146,Con,Con,1,1,9
W07000043,11,33,Alyn and Deeside,Alyn_and_Deeside,Wales,32.3,82739,128.1,59,11.7,0.2,137316,Lab,Lab,0,0,16
E14000814,21,30,Mid Derbyshire,Mid_Derbyshire,East_Midlands,48.3,84162,221.5,59,289.2,4.2,180341,Con,Con,1,1,14
E14000972,20,30,Stoke-on-Trent Central,Stoke-on-Trent_Central,West_Midlands,21,83852,78.1,99,-350.4,-12,76615,Lab,Lab,0,0,22
S14000004,19,4,Angus,Angus,Scotland,30.9,86316,200.9,74,596.5,11.1,129706,SNP,SNP,0,0,5
N06000005,10,23,East Antrim,East_Antrim,Northern_Ireland,0,89994,22.1,70,-901.9,-20,114557,DUP,DUP,0,0,11
N06000012,9,23,North Antrim,North_Antrim,Northern_Ireland,0,109460,35.2,79,-968.8,-22.7,94402,DUP,DUP,0,0,12
N06000014,8,24,South Antrim,South_Antrim,Northern_Ireland,0,100371,23.7,61,-1198.6,-24.5,122699,DUP,DUP,0,0,12
S14000005,16,3,Argyll and Bute,Argyll_and_Bute,Scotland,24,88050,-130.7,62,-686.8,-11.7,125991,LD,LD,0,0,15
E14000534,18,45,Arundel and South Downs,Arundel_and_South_Downs,South_East,57.8,97756,693.9,65,3039.6,19,365785,Con,Con,1,1,23
E14000536,30,48,Ashford,Ashford,South_East,54.1,115020,578.7,74,1862.9,17.4,222991,Con,Con,1,1,7
E14000538,16,40,Aylesbury,Aylesbury,South_East,52.2,110512,709,74,2853,23.8,260022,Con,Con,1,1,9
E14000539,15,39,Banbury,Banbury,South_East,52.8,118671,834.4,86,2722.2,21.9,248573,Con,Con,1,1,7
S14000007,19,2,Banff and Buchan,Banff_and_Buchan,Scotland,30.8,91662,74.9,45,409.2,5.6,174306,SNP,SNP,0,0,16
E14000543,17,18,Barrow and Furness,Barrow_and_Furness,North_West_,36.3,88111,99,76,-167.5,-3.3,118514,Lab,Lab,0,0,18
E14000544,30,38,Basildon and Billericay,Basildon_and_Billericay,East,52.7,90982,405.3,53,1511.2,17.1,229480,Con,Con,1,1,23
E14000545,15,43,Basingstoke,Basingstoke,South_East,50.5,110347,422,61,1741.1,18.4,202410,Con,Con,1,1,11
E14000546,23,27,Bassetlaw,Bassetlaw,East_Midlands,33.9,104064,200.6,71,280.8,4.9,124926,Lab,Lab,0,0,9
E14000547,9,44,Bath,Bath,South_West,31.4,90235,823.5,115,2043.9,17.4,293061,LD,LD,0,0,4
E14000550,18,40,Beaconsfield,Beaconsfield,South_East,61.1,100072,940.9,60,4687.6,21.6,516292,Con,Con,1,1,12
E14000552,20,39,Bedford,Bedford,East,38.9,101554,452.3,95,1193.4,16.3,163396,Con,Con,1,1,7
E14000813,19,39,Mid Bedfordshire,Mid_Bedfordshire,East,52.5,102063,480.9,64,1821.6,16.7,253659,Con,Con,1,1,16
E14000841,19,37,North East Bedfordshire,North_East_Bedfordshire,East,55.8,105435,410.4,56,1829,17.2,232790,Con,Con,1,1,23
E14000949,18,38,South West Bedfordshire,South_West_Bedfordshire,East,52.8,104127,387,62,1643.5,18.5,198327,Con,Con,1,1,23
N06000001,10,25,Belfast East,Belfast_East,Northern_Ireland,0,93074,61.9,93,-1106.2,-24.2,104080,All,All,0,0,12
N06000002,8,25,Belfast North,Belfast_North,Northern_Ireland,0,102494,51.7,94,-527,-13,81693,DUP,DUP,0,0,13
N06000003,10,24,Belfast South,Belfast_South,Northern_Ireland,0,112190,99.6,142,-1267.9,-23.9,103814,SDLP,SDLP,0,0,13
N06000004,9,25,Belfast West,Belfast_West,Northern_Ireland,0,94176,23.3,60,-530.8,-16.6,82855,SF,SF,0,0,12
E14000554,21,11,Berwick-upon-Tweed,Berwick-upon-Tweed,North_East,36.7,75797,99.3,95,-242.9,-4.2,150585,LD,LD,0,0,18
E14000556,23,25,Beverley and Holderness,Beverley_and_Holderness,Yorkshire_And_The_Humber,47.1,100051,185.5,71,205.9,3.1,149839,Con,Con,1,1,23
E14000557,27,48,Bexhill and Battle,Bexhill_and_Battle,South_East,51.6,101319,494.1,76,1886.1,15.6,255141,Con,Con,1,1,18
E14000933,29,38,South Basildon and East Thurrock,South_Basildon_and_East_Thurrock,East,43.9,96855,384.2,58,1387.6,18.7,182587,Con,Con,1,1,32
E14000569,17,17,Bishop Auckland,Bishop_Auckland,North_East,26.3,87362,84.5,84,-560.8,-13.9,96613,Lab,Lab,0,0,15
E14000769,25,35,Kettering,Kettering,East_Midlands,49.1,94841,322.1,83,876.4,14.3,144856,Con,Con,1,1,9
E14000570,14,20,Blackburn,Blackburn,North_West_,26.1,107531,71.8,74,-552.1,-15.7,83564,Lab,Lab,0,0,9
E14000572,13,19,Blackpool North and Cleveleys,Blackpool_North_and_Cleveleys,North_West_,41.8,83401,32.9,111,-814.9,-20.2,99124,Con,Con,1,1,29
E14000573,14,19,Blackpool South,Blackpool_South,North_West_,35.8,81138,14.7,152,-717.9,-20.6,88236,Lab,Lab,0,0,15
W07000072,9,37,Blaenau Gwent,Blaenau_Gwent,Wales,7,69822,18.8,71,-459.8,-22.7,62669,Lab,Lab,0,0,13
E14000622,30,40,Castle Point,Castle_Point,East,44,88218,395.1,60,1224.8,15,221815,Con,Con,1,1,12
W07000066,5,37,Carmarthen West and South Pembrokeshire,Carmarthen_West_and_South_Pembrokeshire,Wales,41.1,77457,71.2,77,-2.7,0,148618,Con,Con,1,1,39
W07000067,9,36,Carmarthen East and Dinefwr,Carmarthen_East_and_Dinefwr,Wales,22.4,71248,53,58,-149.9,-3.3,135505,PC,PC,0,0,27
W07000079,7,40,Cardiff West,Cardiff_West,Wales,29.6,91446,408.8,90,611.9,9,167432,Lab,Lab,0,0,12
W07000080,8,40,Cardiff South and Penarth,Cardiff_South_and_Penarth,Wales,28.3,108481,484.4,115,457.5,6.3,146176,Lab,Lab,0,0,25
W07000051,7,39,Cardiff North,Cardiff_North,Wales,37.5,88072,348.1,71,637.2,8.7,196736,Con,Con,1,1,13
W07000050,8,39,Cardiff Central,Cardiff_Central,Wales,21.6,89231,681.6,165,724.8,11.7,169874,LD,LD,0,0,15
E14000619,32,44,Canterbury,Canterbury,South_East,44.8,111139,703.6,99,1819.5,16.8,234365,Con,Con,1,1,10
E14000618,19,31,Cannock Chase,Cannock_Chase,West_Midlands,40.1,97940,219.5,67,296.8,5.6,124656,Con,Con,1,1,13
E14000660,21,36,Daventry,Daventry,East_Midlands,56.5,94332,336.2,62,1114.2,12.9,216519,Con,Con,1,1,8
E14000937,22,37,South East Cambridgeshire,South_East_Cambridgeshire,East,48,116385,507.7,71,2495.2,20.5,249010,Con,Con,1,1,25
E14000934,20,37,South Cambridgeshire,South_Cambridgeshire,East,47.4,111556,539.6,56,2853.2,20.2,302775,Con,Con,1,1,20
E14000855,23,36,North West Cambridgeshire,North_West_Cambridgeshire,East,50.5,126214,496.1,86,663.3,7,172157,Con,Con,1,1,25
E14000842,24,36,North East Cambridgeshire,North_East_Cambridgeshire,East,51.6,113387,311.4,76,1512.4,20.3,148971,Con,Con,1,1,25
E14000617,21,37,Cambridge,Cambridge,East,25.6,115988,1197.2,121,3014.8,23.5,268439,LD,LD,0,0,9
S14000009,17,2,"Caithness, Sutherland and Easter Ross",Caithness_Sutherland_and_Easter_Ross,Scotland,13,61639,39.4,54,137.2,3.2,138183,LD,LD,0,0,37
W07000076,8,38,Caerphilly,Caerphilly,Wales,17.1,87152,148.1,60,72,1.7,114024,Lab,Lab,0,0,10
W07000057,7,33,Arfon,Arfon,Wales,16.9,60746,41.2,77,-145.3,-4.5,123548,PC,PC,0,0,5
E14000613,25,36,Bury St Edmunds,Bury_St_Edmunds,East,47.5,114941,349.2,71,1721,16.6,205747,Con,Con,1,1,15
E14000610,20,32,Burton,Burton,West_Midlands,44.5,103527,273.7,82,384.3,6.4,132465,Con,Con,1,1,6
E14000609,16,20,Burnley,Burnley,North_West_,16.6,87127,120.2,106,-320,-9.4,84464,LD,LD,0,0,7
E14000608,16,39,Buckingham,Buckingham,South_East,0,98694,620.9,58,3373.8,23.8,337674,Spk,Spk,0,0,10
E14000533,22,30,Amber Valley,Amber_Valley,East_Midlands,38.6,88186,135.9,63,261.1,5.4,121053,Con,Con,1,1,12
E14000606,22,38,Broxbourne,Broxbourne,East,58.8,99716,616.6,56,2747.8,22.8,288757,Con,Con,1,1,10
E14000818,13,38,Mid Worcestershire,Mid_Worcestershire,West_Midlands,54.5,95061,285.2,59,837.1,9.6,207841,Con,Con,1,1,18
E14000602,9,43,Bristol West,Bristol_West,South_West,18.4,126971,1995.5,200,3032.2,22.1,235942,LD,LD,0,0,12
E14000601,7,44,Bristol South,Bristol_South,South_West,22.9,107959,578.9,92,1614.6,20.2,163429,Lab,Lab,0,0,13
E14000600,8,43,Bristol North West,Bristol_North_West,South_West,38,101472,602.8,72,2002,19.8,231901,Con,Con,1,1,18
E14000598,22,47,"Brighton, Pavilion",Brighton_Pavilion,South_East,23.7,105498,1528.3,159,3236.1,24.8,276996,Green,Green,0,0,18
E14000597,23,47,"Brighton, Kemptown",Brighton_Kemptown,South_East,38,92393,863.6,111,2470.8,24.3,240610,Con,Con,1,1,18
E14000596,25,28,Brigg and Goole,Brigg_and_Goole,Yorkshire_And_The_Humber,44.9,87210,144.8,72,151.9,3.1,127314,Con,Con,1,1,15
E14000595,6,45,Bridgwater and West Somerset,Bridgwater_and_West_Somerset,South_West,45.3,107553,385.7,86,893.7,10,177579,Con,Con,1,1,28
W07000073,5,40,Bridgend,Bridgend,Wales,30.4,80312,152.9,67,105.9,2.1,139768,Lab,Lab,0,0,8
E14000594,28,38,Brentwood and Ongar,Brentwood_and_Ongar,East,56.9,93608,528.7,57,2594.1,17.3,363824,Con,Con,1,1,19
W07000068,10,36,Brecon and Radnorshire,Brecon_and_Radnorshire,Wales,36.5,69181,54.1,80,52,0.9,161814,LD,LD,0,0,22
E14000590,27,36,Braintree,Braintree,East,52.6,98860,482.4,71,1509.6,16.8,213671,Con,Con,1,1,9
E14000586,17,42,Bracknell,Bracknell,South_East,52.4,106780,554.5,56,2925.5,24.8,269410,Con,Con,1,1,9
E14000585,11,46,Bournemouth West,Bournemouth_West,South_West,45.1,100701,742,140,1086.3,12.3,189530,Con,Con,1,1,16
E14000584,12,46,Bournemouth East,Bournemouth_East,South_West,48.4,103815,939.4,163,1252.4,12.4,204628,Con,Con,1,1,16
E14000583,19,35,Bosworth,Bosworth,East_Midlands,42.6,99154,288.8,65,716,9.6,166546,Con,Con,1,1,8
E14000582,24,32,Boston and Skegness,Boston_and_Skegness,East_Midlands,49.4,101966,269.1,96,289,5.4,116500,Con,Con,1,1,19
E14000577,20,29,Bolsover,Bolsover,East_Midlands,24.6,95053,138.3,66,289.5,6.2,108502,Lab,Lab,0,0,8
E14000576,18,46,Bognor Regis and Littlehampton,Bognor_Regis_and_Littlehampton,South_East,51.4,99965,611.9,95,1974.2,20,212331,Con,Con,1,1,30
E14000575,21,12,Blyth Valley,Blyth_Valley,North_East,16.6,82282,62.5,58,-141.2,-3.8,98026,Lab,Lab,0,0,12
E14000574,18,15,Blaydon,Blaydon,North_East,15.9,88086,123.2,52,6.3,0.1,125880,Lab,Lab,0,0,7
W07000064,8,36,Ceredigion,Ceredigion,Wales,11.6,76046,82.2,99,-205.7,-3.6,166158,LD,LD,0,0,10
E14000625,22,34,Charnwood,Charnwood,East_Midlands,49.6,95924,323.4,55,827.2,10,200817,Con,Con,1,1,9
E14000626,30,46,Chatham and Aylesford,Chatham_and_Aylesford,South_East,46.2,98861,418.1,76,1098.6,15.4,175007,Con,Con,1,1,21
E14000628,26,37,Chelmsford,Chelmsford,East,46.2,106301,511.1,70,1581.7,15.4,225585,Con,Con,1,1,10
E14000630,14,40,Cheltenham,Cheltenham,South_West,41.2,105150,729.2,119,1357.3,12.1,227778,LD,LD,0,0,10
E14000631,19,40,Chesham and Amersham,Chesham_and_Amersham,South_East,60.4,92954,549.2,44,3876.3,20.8,484338,Con,Con,1,1,20
E14000640,15,30,City of Chester,City_of_Chester,North_West_,40.6,93533,349.8,98,287.1,3.6,180273,Con,Con,1,1,15
E14000632,22,28,Chesterfield,Chesterfield,East_Midlands,15.7,93345,207.6,73,271.4,5.1,119717,Lab,Lab,0,0,12
E14000633,17,45,Chichester,Chichester,South_East,55.3,105145,716.5,79,3607.9,20.8,347564,Con,Con,1,1,10
E14000637,15,21,Chorley,Chorley,North_West_,38,96733,150.9,58,-161.6,-2.7,136854,Lab,Lab,0,0,7
E14000638,12,45,Christchurch,Christchurch,South_West,56.4,84095,296.6,53,1080.2,9.7,278760,Con,Con,1,1,12
E14000643,23,26,Cleethorpes,Cleethorpes,Yorkshire_And_The_Humber,42.1,93633,153.5,86,-432.1,-8.6,116736,Con,Con,1,1,11
W07000062,11,35,Clwyd South,Clwyd_South,Wales,30.2,72373,52.6,60,-178.5,-4.4,125559,Lab,Lab,0,0,11
W07000059,10,34,Clwyd West,Clwyd_West,Wales,41.5,74382,82.3,85,-125.5,-2.6,137513,Con,Con,1,1,10
E14000644,30,37,Colchester,Colchester,East,32.9,111212,713.4,116,1588.6,18.8,171623,LD,LD,0,0,10
E14000646,17,29,Congleton,Congleton,North_West_,45.8,92380,211.7,55,526.7,7,178797,Con,Con,1,1,9
W07000058,8,33,Aberconwy,Aberconwy,Wales,35.8,56457,71.1,88,-60.6,-1.4,146882,Con,Con,1,1,9
E14000647,16,17,Copeland,Copeland,North_West_,37.1,80534,47.5,51,-82.1,-1.6,133531,Lab,Lab,0,0,8
E14000942,20,36,South Northamptonshire,South_Northamptonshire,East_Midlands,55.2,109815,546.6,67,1445.7,12.8,243373,Con,Con,1,1,22
E14000837,3,46,North Cornwall,North_Cornwall,South_West,41.7,88638,181.2,82,639.8,6.4,222708,LD,LD,0,0,14
E14000938,3,47,South East Cornwall,South_East_Cornwall,South_West,45.1,88516,149.7,76,437.2,5.6,184999,Con,Con,1,1,19
E14000991,11,42,The Cotswolds,The_Cotswolds,South_West,53,96393,389.5,80,1990.7,13.8,311409,Con,Con,1,1,13
E14000652,19,45,Crawley,Crawley,South_East,44.8,108302,588.7,75,1616,19.1,192651,Con,Con,1,1,7
E14000653,17,30,Crewe and Nantwich,Crewe_and_Nantwich,North_West_,45.8,108148,266.5,77,398.7,5.9,142282,Con,Con,1,1,18
W07000070,8,37,Cynon Valley,Cynon_Valley,Wales,10.1,69342,64.6,74,-64.7,-2.5,80446,Lab,Lab,0,0,12
E14000658,19,17,Darlington,Darlington,North_East,31.5,91096,205.6,106,-238.3,-5.2,106669,Lab,Lab,0,0,10
E14000659,29,46,Dartford,Dartford,South_East,48.8,104811,585.6,79,1708.1,17.4,219961,Con,Con,1,1,8
E14000977,16,37,Stratford-on-Avon,Stratford-on-Avon,West_Midlands,51.5,88494,408.7,72,1740.5,15.2,280123,Con,Con,1,1,17
W07000042,10,33,Delyn,Delyn,Wales,34.6,70004,98.8,53,-19,-0.4,145243,Lab,Lab,0,0,5
E14000662,20,31,Derby North,Derby_North,East_Midlands,31.7,100844,310.9,93,226.4,4,129686,Lab,Lab,0,0,11
E14000663,21,32,Derby South,Derby_South,East_Midlands,28.5,110667,258.2,93,152.7,3.4,97939,Lab,Lab,0,0,11
E14000843,20,28,North East Derbyshire,North_East_Derbyshire,East_Midlands,33,91156,153.2,44,310.5,5.1,150936,Lab,Lab,0,0,21
E14000935,21,33,South Derbyshire,South_Derbyshire,East_Midlands,45.5,95959,235,68,565.1,8.7,157691,Con,Con,1,1,16
E14000664,19,29,Derbyshire Dales,Derbyshire_Dales,East_Midlands,52.1,78956,251.2,72,485.4,5.5,236590,Con,Con,1,1,16
E14000665,12,44,Devizes,Devizes,South_West,55.1,99749,467.8,87,1333.6,13.3,248580,Con,Con,1,1,7
E14000678,8,46,East Devon,East_Devon,South_West,48.3,95712,375.3,77,1384,11.4,264365,Con,Con,1,1,10
E14000623,5,45,Central Devon,Central_Devon,South_West,51.5,89654,319,78,1025.4,10.4,242595,Con,Con,1,1,13
E14000950,5,47,South West Devon,South_West_Devon,South_West,56,89136,245.4,65,557.3,6.9,206682,Con,Con,1,1,16
E14001000,4,45,Torridge and West Devon,Torridge_and_West_Devon,South_West,45.7,98163,247.1,81,975,10.2,205407,Con,Con,1,1,23
E14000815,10,46,Mid Dorset and North Poole,Mid_Dorset_and_North_Poole,South_West,44.5,81003,372.2,59,1175,13.4,252151,LD,LD,0,0,26
E14000839,10,45,North Dorset,North_Dorset,South_West,51.1,96779,335.3,71,1045.3,10.5,235888,Con,Con,1,1,12
E14000936,9,47,South Dorset,South_Dorset,South_West,45.1,92092,281,89,1051.2,11,211327,Con,Con,1,1,12
E14001031,9,46,West Dorset,West_Dorset,South_West,47.6,95684,304.5,77,1353.4,11.2,251355,Con,Con,1,1,11
E14000670,31,47,Dover,Dover,South_East,44,97918,451.8,94,1245.5,15.8,176013,Con,Con,1,1,5
E14000711,31,45,Gillingham and Rainham,Gillingham_and_Rainham,South_East,46.2,99990,479,87,1166.3,15.7,178790,Con,Con,1,1,22
E14000607,23,30,Broxtowe,Broxtowe,East_Midlands,39,96000,191.9,75,278.7,4.5,148099,Con,Con,1,1,8
E14001020,20,15,Washington and Sunderland West,Washington_and_Sunderland_West,North_East,21.8,88415,122.9,49,45.8,1.2,95846,Lab,Lab,0,0,30
E14000707,24,29,Gainsborough,Gainsborough,East_Midlands,49.3,92546,163.9,73,443.1,6.9,153253,Con,Con,1,1,12
E14000706,15,19,Fylde,Fylde,North_West_,52.2,82175,143.3,93,-426.7,-6.2,171588,Con,Con,1,1,5
N06000008,7,23,Foyle,Foyle,Northern_Ireland,0,101575,35,92,-912.2,-27,83128,SDLP,SDLP,0,0,5
E14000705,12,40,Forest of Dean,Forest_of_Dean,South_West,46.9,86913,246.2,60,1061.9,14,196591,Con,Con,1,1,14
E14000704,29,48,Folkestone and Hythe,Folkestone_and_Hythe,South_East,49.4,113796,747.9,114,1779,16.8,202590,Con,Con,1,1,20
N06000007,6,26,Fermanagh and South Tyrone,Fermanagh_and_South_Tyrone,Northern_Ireland,0,104361,22.8,81,-1149.1,-25.3,109662,SF,SF,0,0,26
E14000700,30,47,Faversham and Mid Kent,Faversham_and_Mid_Kent,South_East,56.2,93478,408.1,56,1555.9,16,247119,Con,Con,1,1,22
E14000699,15,46,Fareham,Fareham,South_East,55.3,98462,411,54,1661.6,16.1,243613,Con,Con,1,1,7
E14000616,1,48,Camborne and Redruth,Camborne_and_Redruth,South_West,37.6,86698,155.7,78,449.6,6.8,169994,Con,Con,1,1,20
E14000698,5,46,Exeter,Exeter,South_West,33,107333,510.6,108,941.1,11.2,178161,Lab,Lab,0,0,6
E14001045,29,37,Witham,Witham,East,52.2,88797,394.3,60,1487.6,16.6,234705,Con,Con,1,1,6
E14000697,19,43,Esher and Walton,Esher_and_Walton,South_East,58.9,109998,1545.3,67,7672.8,25.7,640349,Con,Con,1,1,16
E14000695,21,31,Erewash,Erewash,East_Midlands,39.5,94644,217.3,77,249,4.8,119453,Con,Con,1,1,7
E14000694,20,44,Epsom and Ewell,Epsom_and_Ewell,South_East,56.2,105521,854.9,56,4787.7,26.2,417426,Con,Con,1,1,15
E14000693,27,38,Epping Forest,Epping_Forest,East,54,96158,544.6,59,2428.6,16.7,351733,Con,Con,1,1,13
E14000688,15,29,Ellesmere Port and Neston,Ellesmere_Port_and_Neston,North_West_,34.9,86834,147.9,52,182.9,3.2,144627,Lab,Lab,0,0,25
E14000686,16,30,Eddisbury,Eddisbury,North_West_,51.7,85775,250.4,61,475.8,6.1,208736,Con,Con,1,1,9
E14000685,15,45,Eastleigh,Eastleigh,South_East,39.3,105153,547.5,68,1685,17,220818,LD,LD,0,0,9
E14000684,26,48,Eastbourne,Eastbourne,South_East,40.7,107434,741.6,120,1655.9,15.9,200580,LD,LD,0,0,10
E14000641,19,16,City of Durham,City_of_Durham,North_East,13.3,94954,107.6,76,-636.5,-13.2,118692,Lab,Lab,0,0,14
E14000856,17,16,North West Durham,North_West_Durham,North_East,20,92217,76.6,70,-654,-14.9,100527,Lab,Lab,0,0,17
E14000840,18,16,North Durham,North_Durham,North_East,21,87164,68.7,66,-576.2,-15,94980,Lab,Lab,0,0,12
S14000015,17,4,Dundee East,Dundee_East,Scotland,15.2,90113,182.3,67,557.5,10.6,127742,SNP,SNP,0,0,11
S14000016,16,4,Dundee West,Dundee_West,Scotland,9.3,87981,250.7,115,493.5,11,100835,Lab,Lab,0,0,11
N06000015,8,26,South Down,South_Down,Northern_Ireland,0,110438,29.4,77,-1342.3,-28.1,114624,SDLP,SDLP,0,0,10
N06000013,9,24,North Down,North_Down,Northern_Ireland,0,90073,29.4,72,-1285.9,-24.2,129937,Ind,Ind,0,0,10
E14000712,12,39,Gloucester,Gloucester,South_West,39.9,113849,417.6,92,1021.8,14.3,142863,Con,Con,1,1,10
