id,x,y,name,classname,region,toryvote,population,valgainprivrent,unitsperthouprivrent,valgainall,valgainallpc,aveval,wasparty,isparty,waspartynum,ispartynum,namelen
S14000037,20,3,Gordon,Gordon,Scotland,18.7,101680,442.8,48,1213.5,10.1,271819,LD,LD,0,0,6
E14000713,15,47,Gosport,Gosport,South_East,51.8,97616,431.4,80,1161.3,15.6,173573,Con,Con,1,1,7
W07000046,4,39,Gower,Gower,Wales,32,77986,111,57,-254.6,-4.3,162596,Lab,Lab,0,0,5
E14000714,24,33,Grantham and Stamford,Grantham_and_Stamford,East_Midlands,50.3,105455,303.3,87,547.6,7.4,155320,Con,Con,1,1,21
E14000715,30,45,Gravesham,Gravesham,South_East,48.5,102764,565.6,82,1345.6,15.7,203110,Con,Con,1,1,9
E14000716,24,27,Great Grimsby,Great_Grimsby,Yorkshire_And_The_Humber,30.5,88386,123.2,106,-305.8,-9.5,78569,Lab,Lab,0,0,13
E14000717,28,34,Great Yarmouth,Great_Yarmouth,East,43.1,97570,296.5,90,662.1,11.5,129364,Con,Con,1,1,14
E14000719,20,45,Guildford,Guildford,South_East,53.3,107344,1083.2,77,4625.7,25.1,421851,Con,Con,1,1,9
E14000725,15,28,Halton,Halton,North_West_,20.2,95028,124.6,60,38.4,0.9,104701,Lab,Lab,0,0,6
E14000680,16,44,East Hampshire,East_Hampshire,South_East,56.8,96055,483.9,63,2318.4,16.9,335344,Con,Con,1,1,14
E14000844,16,43,North East Hampshire,North_East_Hampshire,South_East,60.6,97321,606.3,61,2553.9,17.1,378169,Con,Con,1,1,20
E14000857,13,43,North West Hampshire,North_West_Hampshire,South_East,58.3,101790,499.8,66,2052.5,18.5,253570,Con,Con,1,1,20
E14001025,23,35,Wellingborough,Wellingborough,East_Midlands,48.2,107239,253.6,69,924.9,14.1,139040,Con,Con,1,1,14
E14000729,26,36,Harlow,Harlow,East,44.9,93010,272.3,55,1190.3,17,173275,Con,Con,1,1,6
E14000730,21,19,Harrogate and Knaresborough,Harrogate_and_Knaresborough,Yorkshire_And_The_Humber,45.7,101832,372.7,91,547.3,5,239315,Con,Con,1,1,27
E14000733,21,16,Hartlepool,Hartlepool,North_East,28.1,92238,4.7,81,-915.3,-24.6,87924,Lab,Lab,0,0,10
E14000734,31,36,Harwich and North Essex,Harwich_and_North_Essex,East,46.9,91603,417.8,70,1442,15.9,225338,Con,Con,1,1,23
E14000735,28,48,Hastings and Rye,Hastings_and_Rye,South_East,41.1,108324,748.3,141,1406.8,15.5,172972,Con,Con,1,1,16
E14000736,17,46,Havant,Havant,South_East,51.1,92488,350.2,57,1301,15.9,202305,Con,Con,1,1,6
E14000739,21,39,Hemel Hempstead,Hemel_Hempstead,East,50,100707,687.4,63,2674,24.8,248929,Con,Con,1,1,15
E14000742,16,41,Henley,Henley,South_East,56.2,98555,923.5,68,3920.1,21.4,442673,Con,Con,1,1,6
E14000743,11,36,Hereford and South Herefordshire,Hereford_and_South_Herefordshire,West_Midlands,46.2,98217,258.7,83,391.7,5.3,170187,Con,Con,1,1,32
E14000744,25,37,Hertford and Stortford,Hertford_and_Stortford,East,53.8,108332,842.8,72,3678.2,24.3,324044,Con,Con,1,1,22
E14000845,24,38,North East Hertfordshire,North_East_Hertfordshire,East,53.5,96087,584.9,59,3012.1,24.5,296435,Con,Con,1,1,24
E14001021,20,40,Watford,Watford,East,34.9,115689,1029,88,3242,24.6,268984,Con,Con,1,1,7
E14000745,22,39,Hertsmere,Hertsmere,East,56,100710,887.8,64,3605.1,23.3,370437,Con,Con,1,1,9
E14000746,18,13,Hexham,Hexham,North_East,43.2,76190,125.4,76,-330.9,-4.3,220593,Con,Con,1,1,6
E14000749,21,38,Hitchin and Harpenden,Hitchin_and_Harpenden,East,54.6,100459,912,66,4214.7,23.8,420648,Con,Con,1,1,21
E14000753,18,44,Horsham,Horsham,South_East,52.7,104481,668.9,66,2960.1,20.5,325311,Con,Con,1,1,7
E14000677,21,15,Easington,Easington,North_East,13.7,82758,58.3,70,-438.4,-14.7,79359,Lab,Lab,0,0,9
E14000755,21,47,Hove,Hove,South_East,36.7,99942,1540.8,161,3486.9,24.1,297975,Con,Con,1,1,4
E14000771,24,24,Kingston upon Hull East,Kingston_upon_Hull_East,Yorkshire_And_The_Humber,16.6,91776,102.5,81,-353.3,-10.7,80066,Lab,Lab,0,0,23
E14000772,24,23,Kingston upon Hull North,Kingston_upon_Hull_North,Yorkshire_And_The_Humber,13.1,95398,157.9,114,-480.6,-13.5,85905,Lab,Lab,0,0,24
E14000773,22,26,Kingston upon Hull West and Hessle,Kingston_upon_Hull_West_and_Hessle,Yorkshire_And_The_Humber,20.2,85048,152.1,131,-382.8,-11.1,83963,Lab,Lab,0,0,34
E14000806,28,37,Maldon,Maldon,East,59.8,89014,368.9,52,1535.6,14.9,273104,Con,Con,1,1,6
E14000804,29,47,Maidstone and The Weald,Maidstone_and_The_Weald,South_East,48,101403,633.9,91,1659.9,17,224186,Con,Con,1,1,23
E14000803,17,41,Maidenhead,Maidenhead,South_East,59.5,102613,852.9,64,4374.5,24,428866,Con,Con,1,1,10
E14000802,19,28,Macclesfield,Macclesfield,North_West_,47,93498,305.6,67,519.7,5.6,218233,Con,Con,1,1,12
E14000801,18,39,Luton South,Luton_South,East,29.4,112152,726.7,131,842.4,13.3,148678,Lab,Lab,0,0,11
E14000800,17,39,Luton North,Luton_North,East,31.8,99688,391.2,70,723.8,12,161944,Lab,Lab,0,0,11
E14000847,12,35,North Herefordshire,North_Herefordshire,West_Midlands,51.8,86715,267.4,82,489,5.8,213669,Con,Con,1,1,19
E14000798,25,29,Louth and Horncastle,Louth_and_Horncastle,East_Midlands,49.6,96924,169.3,87,381.9,5.9,140490,Con,Con,1,1,20
E14000797,23,33,Loughborough,Loughborough,East_Midlands,41.6,100829,298.1,80,640.9,9.9,156183,Con,Con,1,1,12
N06000006,8,23,East Londonderry,East_Londonderry,Northern_Ireland,0,99964,50.1,87,-906.4,-19.8,105289,DUP,DUP,0,0,16
W07000045,4,38,Llanelli,Llanelli,Wales,14.4,81536,47.7,65,-205.2,-5.3,104493,Lab,Lab,0,0,8
E14000710,24,30,Gedling,Gedling,East_Midlands,37.3,92909,251.5,78,276.9,4.9,134337,Lab,Lab,0,0,7
E14000791,18,34,Lichfield,Lichfield,West_Midlands,54.4,93432,233.5,53,498.1,6.4,192283,Con,Con,1,1,9
E14000786,25,48,Lewes,Lewes,South_East,36.7,88959,552.7,77,1916.3,16.4,287121,LD,LD,0,0,5
E14000605,12,38,Bromsgrove,Bromsgrove,West_Midlands,43.7,94285,249.6,47,703.5,7.9,226559,Con,Con,1,1,10
E14000858,22,33,North West Leicestershire,North_West_Leicestershire,East_Midlands,44.6,94018,252.6,62,731,11.1,158249,Con,Con,1,1,25
E14000784,20,34,Leicester West,Leicester_West,East_Midlands,27.2,102019,348.4,116,459.8,11,94019,Lab,Lab,0,0,14
E14000783,21,34,Leicester South,Leicester_South,East_Midlands,21.4,120165,546,126,614.8,10.6,123906,Lab,Lab,0,0,15
E14000782,22,35,Leicester East,Leicester_East,East_Midlands,24.4,109422,308.5,81,411.2,8.6,120380,Lab,Lab,0,0,14
E14000776,17,19,Lancaster and Fleetwood,Lancaster_and_Fleetwood,North_West_,36.1,87599,55.4,90,-348.2,-7,134968,Con,Con,1,1,23
E14001033,14,22,West Lancashire,West_Lancashire,North_West_,36.2,95168,113,57,-343.9,-5.3,156811,Lab,Lab,0,0,15
N06000009,7,24,Lagan Valley,Lagan_Valley,Northern_Ireland,0,103140,15.4,59,-1393.8,-33.6,98544,DUP,DUP,0,0,12
E14000774,11,43,Kingswood,Kingswood,South_West,40.4,88316,361.6,65,1073,14.6,197191,Con,Con,1,1,9
E14000878,26,35,Peterborough,Peterborough,East,40.4,116988,356.3,94,367.8,6.2,123927,Con,Con,1,1,12
E14000765,21,13,Jarrow,Jarrow,North_East,20.6,83270,95.6,46,-14.2,-0.3,108171,Lab,Lab,0,0,6
W07000077,10,37,Islwyn,Islwyn,Wales,14,75534,106,57,23.6,0.7,100840,Lab,Lab,0,0,6
E14000762,12,48,Isle of Wight,Isle_of_Wight,South_East,46.7,138748,468.8,93,692.9,5.5,185810,Con,Con,1,1,13
E14000761,30,36,Ipswich,Ipswich,East,39.1,110162,503,114,944.2,14.1,135065,Con,Con,1,1,7
S14000039,17,3,"Inverness, Nairn, Badenoch and Strathspey",Inverness_Nairn_Badenoch_and_Strathspey,Scotland,13.3,102854,70.4,73,173.4,2.6,138428,LD,LD,0,0,41
E14000758,15,20,Hyndburn,Hyndburn,North_West_,33.8,91993,133.5,97,-372.7,-10.1,89707,Lab,Lab,0,0,8
E14000757,22,36,Huntingdon,Huntingdon,East,48.9,114193,534.5,73,2077,20.5,209665,Con,Con,1,1,10
E14000810,21,29,Mansfield,Mansfield,East_Midlands,26.3,104737,185.4,74,246.5,5,104995,Lab,Lab,0,0,9
E14000898,31,44,Rochester and Strood,Rochester_and_Strood,South_East,49.2,107221,526.6,80,1446.9,16.9,190085,Con,UKIP,1,0,20
W07000061,9,35,Dwyfor Meirionnydd,Dwyfor_Meirionnydd,Wales,22.3,61396,44.3,89,-235,-4.5,148849,PC,PC,0,0,18
W07000071,6,39,Merthyr Tydfil and Rhymney,Merthyr_Tydfil_and_Rhymney,Wales,7.5,75234,15.3,60,-373.9,-13.2,82815,Lab,Lab,0,0,26
E14000819,22,16,Middlesbrough,Middlesbrough,North_East,18.8,94342,108.4,108,-394.7,-12.5,77417,Lab,Lab,0,0,13
E14000820,22,17,Middlesbrough South and East Cleveland,Middlesbrough_South_and_East_Cleveland,North_East,35.6,92646,121,67,-498.9,-10.2,116099,Lab,Lab,0,0,38
E14000651,18,37,Coventry South,Coventry_South,West_Midlands,33.4,107393,373.4,100,191.3,3.1,140878,Lab,Lab,0,0,14
E14000822,17,38,Milton Keynes South,Milton_Keynes_South,South_East,41.6,128337,746.6,79,2209.9,21.3,194155,Con,Con,1,1,19
E14000824,21,46,Mole Valley,Mole_Valley,South_East,57.5,95326,921.1,63,5025.8,24.9,496727,Con,Con,1,1,11
W07000054,11,38,Monmouth,Monmouth,Wales,48.3,84021,211.1,63,-67.3,-0.9,192120,Con,Con,1,1,8
W07000063,10,35,Montgomeryshire,Montgomeryshire,Wales,41.3,63771,44.1,77,12.4,0.3,147018,Con,Con,1,1,15
S14000046,18,2,Moray,Moray,Scotland,26.1,94350,55.8,63,428.2,7.5,131854,SNP,SNP,0,0,5
E14000825,19,18,Morecambe and Lunesdale,Morecambe_and_Lunesdale,North_West_,41.5,87979,49.1,88,-371.6,-7.4,121473,Con,Con,1,1,23
W07000069,7,37,Neath,Neath,Wales,13.1,73759,51.1,54,-147.8,-4.5,96567,Lab,Lab,0,0,5
E14000827,13,45,New Forest East,New_Forest_East,South_East,52.8,92923,461.3,61,1783.1,15.6,284652,Con,Con,1,1,15
E14000828,13,46,New Forest West,New_Forest_West,South_East,58.8,84459,533.2,73,1933.5,15.2,321416,Con,Con,1,1,15
E14000829,21,28,Newark,Newark,East_Midlands,53.9,99757,256.5,70,430.4,5.6,172084,Con,Con,1,1,6
E14000830,14,43,Newbury,Newbury,South_East,56.4,108244,698.4,77,2650.6,18.9,300885,Con,Con,1,1,7
E14000834,18,30,Newcastle-under-Lyme,Newcastle-under-Lyme,West_Midlands,34.4,89374,149.7,61,288.2,6.2,116270,Lab,Lab,0,0,20
E14000831,19,14,Newcastle upon Tyne Central,Newcastle_upon_Tyne_Central,North_East,19.4,94011,229.8,101,11.2,0.2,112134,Lab,Lab,0,0,27
E14000832,19,13,Newcastle upon Tyne East,Newcastle_upon_Tyne_East,North_East,16,97062,320.8,130,52.2,1,126380,Lab,Lab,0,0,24
E14000833,18,14,Newcastle upon Tyne North,Newcastle_upon_Tyne_North,North_East,18.1,91369,159.7,62,-69.7,-1.2,137270,Lab,Lab,0,0,25
W07000055,10,38,Newport East,Newport_East,Wales,23,78213,137.4,70,319.5,8.2,114107,Lab,Lab,0,0,12
W07000056,9,38,Newport West,Newport_West,Wales,32.3,85499,203.2,76,-15.7,-0.3,124657,Lab,Lab,0,0,12
N06000011,7,26,Newry and Armagh,Newry_and_Armagh,Northern_Ireland,0,115075,22.4,76,-1072.4,-27,90968,SF,SF,0,0,16
E14000848,24,34,North Norfolk,North_Norfolk,East,32.1,84871,195.8,77,1044.1,11.7,199928,LD,LD,0,0,13
E14000859,23,34,North West Norfolk,North_West_Norfolk,East,54.2,95522,259.1,78,1027.9,12.1,179410,Con,Con,1,1,18
E14001022,29,35,Waveney,Waveney,East,40.2,102822,280.4,79,974,14,147499,Con,Con,1,1,7
E14000941,28,35,South Norfolk,South_Norfolk,East,49.3,99961,287.4,61,1406.1,14.9,209965,Con,Con,1,1,13
E14000940,18,36,South Leicestershire,South_Leicestershire,East_Midlands,49.5,101402,310.8,57,683.2,9.1,174541,Con,Con,1,1,20
E14000812,17,37,Meriden,Meriden,West_Midlands,51.7,108047,328.5,50,299.3,3.1,205729,Con,Con,1,1,7
E14000994,10,42,Thornbury and Yate,Thornbury_and_Yate,South_West,37.2,83358,398.5,60,1329.6,15.3,251030,LD,LD,0,0,18
E14000863,27,34,Norwich North,Norwich_North,East,40.6,87989,202.5,71,625,11.1,138308,Con,Con,1,1,13
E14000865,23,31,Nottingham East,Nottingham_East,East_Midlands,23.7,99898,335.2,151,442.3,9.7,100046,Lab,Lab,0,0,15
E14000866,23,29,Nottingham North,Nottingham_North,East_Midlands,24.8,97271,113.4,69,227.7,7.3,72074,Lab,Lab,0,0,16
E14000867,22,31,Nottingham South,Nottingham_South,East_Midlands,32.9,111566,342.2,120,331,5.7,130488,Lab,Lab,0,0,16
E14000648,24,35,Corby,Corby,East_Midlands,42.2,112191,493.6,79,1430.8,18.6,158559,Con,Lab,1,0,5
S14000050,15,5,Ochil and South Perthshire,Ochil_and_South_Perthshire,Scotland,20.5,100750,207.5,60,487.1,8.3,127801,Lab,Lab,0,0,26
W07000074,5,39,Ogmore,Ogmore,Wales,15.6,75053,101.2,64,58.2,1.7,103394,Lab,Lab,0,0,6
E14000873,15,40,Oxford East,Oxford_East,South_East,18.8,121503,1027.5,113,2287,21.1,238624,Lab,Lab,0,0,11
E14000874,14,41,Oxford West and Abingdon,Oxford_West_and_Abingdon,South_East,42.3,106262,1205.3,94,3755.5,21.8,382541,Con,Con,1,1,24
E14000875,19,19,Pendle,Pendle,North_West_,38.9,89613,122.4,96,-429.9,-10.8,101053,Con,Con,1,1,6
E14000877,17,14,Penrith and The Border,Penrith_and_The_Border,North_West_,53.4,81895,94.6,80,-48.7,-0.7,180804,Con,Con,1,1,22
S14000049,21,7,North East Fife,North_East_Fife,Scotland,21.8,81145,180.7,89,-153.7,-3.3,123167,LD,LD,0,0,15
E14000952,27,35,South West Norfolk,South_West_Norfolk,East,48.3,105110,317.8,83,867.8,11.9,157741,Con,Con,1,1,18
E14000879,4,46,"Plymouth, Moor View",Plymouth_Moor_View,South_West,33.3,92206,151.7,56,361.8,7.5,119618,Lab,Lab,0,0,19
E14000880,4,47,"Plymouth, Sutton and Devonport",Plymouth_Sutton_and_Devonport,South_West,34.3,111104,482.5,161,542.2,8.4,124898,Con,Con,1,1,30
W07000075,6,40,Pontypridd,Pontypridd,Wales,16.2,80894,104.5,65,-96.8,-2.3,122707,Lab,Lab,0,0,10
E14000881,10,47,Poole,Poole,South_West,47.5,96130,896,102,1958.7,14.5,295498,Con,Con,1,1,5
E14000883,16,45,Portsmouth North,Portsmouth_North,South_East,44.3,98306,329.7,78,591.9,9.2,155799,Con,Con,1,1,16
E14000884,16,46,Portsmouth South,Portsmouth_South,South_East,33.3,108530,699.4,164,738.8,10,153110,LD,Ind,0,0,16
E14000956,14,45,"Southampton, Test",Southampton_Test,South_East,33,107067,468.9,137,546.2,8.1,147049,Lab,Lab,0,0,17
E14000955,14,46,"Southampton, Itchen",Southampton_Itchen,South_East,36.3,104247,384.4,107,616.4,9.1,145361,Lab,Lab,0,0,19
E14000944,20,13,South Shields,South_Shields,North_East,21.6,82568,130.6,70,44.8,1.2,97324,Lab,Lab,0,0,13
E14000603,26,33,Broadland,Broadland,East,46.2,95621,287,65,1019.3,11.4,209427,Con,Con,1,1,9
E14000939,25,33,South Holland and The Deepings,South_Holland_and_The_Deepings,East_Midlands,59.1,101943,219.4,68,470.8,7.4,140930,Con,Con,1,1,30
E14000932,9,45,Somerton and Frome,Somerton_and_Frome,South_West,44.5,103922,328.5,74,953.9,9.1,220148,LD,LD,0,0,18
E14000930,18,41,Slough,Slough,South_East,34.3,135654,1182,106,2174,21.2,205605,Lab,Lab,0,0,6
E14000929,24,31,Sleaford and North Hykeham,Sleaford_and_North_Hykeham,East_Midlands,51.6,112307,215.6,66,635.7,7.9,161580,Con,Con,1,1,26
E14000928,20,19,Skipton and Ripon,Skipton_and_Ripon,Yorkshire_And_The_Humber,50.6,99491,313.1,90,888.8,8.7,219829,Con,Con,1,1,17
E14000927,31,46,Sittingbourne and Sheppey,Sittingbourne_and_Sheppey,South_East,50,109915,428.1,78,1388.4,17.4,172309,Con,Con,1,1,25
E14000849,14,31,North Shropshire,North_Shropshire,West_Midlands,51.5,105264,216,73,470.8,6.1,169211,Con,Con,1,1,16
E14000926,14,33,Shrewsbury and Atcham,Shrewsbury_and_Atcham,West_Midlands,43.9,102879,234.8,76,474.1,5.7,180925,Con,Con,1,1,21
E14000924,23,28,Sherwood,Sherwood,East_Midlands,39.2,94866,211.3,65,417.5,6.8,145114,Con,Con,1,1,8
E14000918,28,47,Sevenoaks,Sevenoaks,South_East,56.8,94720,572,56,2487.2,15.7,404689,Con,Con,1,1,9
E14000917,24,21,Selby and Ainsty,Selby_and_Ainsty,Yorkshire_And_The_Humber,49.4,96888,197,59,507.1,6.5,184718,Con,Con,1,1,16
E14000915,18,17,Sedgefield,Sedgefield,North_East,23.5,84045,128.4,67,-203.1,-5.1,104665,Lab,Lab,0,0,10
E14000914,24,28,Scunthorpe,Scunthorpe,Yorkshire_And_The_Humber,32.6,89794,111.7,75,-85.8,-2.3,95232,Lab,Lab,0,0,10
E14000913,21,18,Scarborough and Whitby,Scarborough_and_Whitby,Yorkshire_And_The_Humber,42.8,97264,270.6,109,738,9.7,150442,Con,Con,1,1,22
E14000912,11,45,Salisbury,Salisbury,South_West,49.2,92235,390.7,82,1285.1,13.2,239160,Con,Con,1,1,9
E14000964,0,48,St Ives,St_Ives,South_West,39,85977,185.9,92,586.6,6.2,212048,LD,LD,0,0,7
E14000960,19,38,St Albans,St_Albans,East,40.8,98872,978.2,73,4072.1,24.7,399945,Con,Con,1,1,9
E14000910,23,37,Saffron Walden,Saffron_Walden,East,55.5,103906,669.6,65,2416,17.4,318405,Con,Con,1,1,14
E14000993,22,18,Thirsk and Malton,Thirsk_and_Malton,Yorkshire_And_The_Humber,52.9,97622,294.1,90,681,7,206296,Con,Con,1,1,17
E14000909,23,32,Rutland and Melton,Rutland_and_Melton,East_Midlands,51.1,101107,254.4,71,1173.5,12.2,216921,Con,Con,1,1,18
E14000908,22,32,Rushcliffe,Rushcliffe,East_Midlands,51.2,95322,221.7,67,545.6,6,222805,Con,Con,1,1,10
E14000907,18,42,Runnymede and Weybridge,Runnymede_and_Weybridge,South_East,55.9,103703,1331.4,82,5224,25.1,477014,Con,Con,1,1,23
E14000905,15,37,Rugby,Rugby,West_Midlands,44,97310,389,77,1076.7,15.5,161836,Con,Con,1,1,5
E14000902,16,21,Rossendale and Darwen,Rossendale_and_Darwen,North_West_,41.8,96745,104.6,83,-674.8,-14.2,107050,Con,Con,1,1,21
S14000055,15,3,"Ross, Skye and Lochaber",Ross_Skye_and_Lochaber,Scotland,12.2,68457,49.4,57,163.1,3.1,152202,LD,LD,0,0,23
E14000901,13,44,Romsey and Southampton North,Romsey_and_Southampton_North,South_East,49.7,88113,456.2,81,832,8,284823,Con,Con,1,1,28
E14000899,31,38,Rochford and Southend East,Rochford_and_Southend_East,East,46.9,101060,638.7,119,1303.1,15.2,185286,Con,Con,1,1,26
E14000895,20,18,Richmond (Yorks),Richmond_(Yorks),Yorkshire_And_The_Humber,62.8,109531,303,89,549.8,5.8,196589,Con,Con,1,1,16
E14000894,18,19,Ribble Valley,Ribble_Valley,North_West_,50.3,97443,114.4,64,-502.4,-6.9,170454,Con,Con,1,1,13
E14000943,14,21,South Ribble,South_Ribble,North_West_,45.5,97225,127.5,48,-399.7,-6.1,158793,Con,Con,1,1,12
W07000052,7,38,Rhondda,Rhondda,Wales,6.4,69738,50,86,-80.8,-4.1,60081,Lab,Lab,0,0,7
E14000893,21,45,Reigate,Reigate,South_East,53.4,102341,959.2,66,4267.5,25.3,400102,Con,Con,1,1,7
E14000767,15,38,Kenilworth and Southam,Kenilworth_and_Southam,West_Midlands,53.6,81901,412.2,61,1434.4,14.6,277307,Con,Con,1,1,22
E14000891,21,17,Redcar,Redcar,North_East,13.8,86754,91.4,66,-475.6,-12,99524,LD,LD,0,0,6
E14000890,14,42,Reading West,Reading_West,South_East,43.2,101843,508.6,82,1792.3,18.9,216150,Con,Con,1,1,12
E14000889,15,42,Reading East,Reading_East,South_East,42.6,110068,1202.3,124,2573.5,21.6,263068,Con,Con,1,1,12
E14000888,27,37,Rayleigh and Wickford,Rayleigh_and_Wickford,East,57.8,98197,360.5,45,1699.3,16.4,253949,Con,Con,1,1,21
E14000885,16,19,Preston,Preston,North_West_,21.7,95122,158,115,-204.9,-6.2,79407,Lab,Lab,0,0,7
W07000065,3,39,Preseli Pembrokeshire,Preseli_Pembrokeshire,Wales,42.8,77111,62.4,67,-8.8,-0.2,146042,Con,Con,1,1,21
E14000957,30,39,Southend West,Southend_West,East,46.1,89153,531.3,95,1326.9,14.6,227459,Con,Con,1,1,13
E14000959,19,42,Spelthorne,Spelthorne,South_East,47.1,96744,649.6,64,2979.9,23.7,304882,Con,Con,1,1,10
E14000965,17,31,Stafford,Stafford,West_Midlands,43.9,95754,233.9,72,341.2,5.3,153192,Con,Con,1,1,8
E14000966,18,29,Staffordshire Moorlands,Staffordshire_Moorlands,West_Midlands,45.2,77561,142.3,56,268.7,4.8,158943,Con,Con,1,1,23
E14000945,12,36,South Staffordshire,South_Staffordshire,West_Midlands,53.2,93973,169.9,44,397.6,5.7,179139,Con,Con,1,1,19
