id,x,y,name,classname,region,toryvote,population,valgainprivrent,unitsperthouprivrent,valgainall,valgainallpc,aveval,wasparty,isparty,waspartynum,ispartynum,namelen
E14001043,14,30,Wirral South,Wirral_South,North_West_,39.5,72495,138.9,58,-173.7,-3.1,174465,Lab,Lab,0,0,12
E14000559,14,29,Birkenhead,Birkenhead,North_West_,18.9,88888,191.3,112,-133.1,-3.2,98443,Lab,Lab,0,0,10
E14000581,12,26,Bootle,Bootle,North_West_,8.9,98428,107.2,73,-123.6,-3.1,87238,Lab,Lab,0,0,6
E14001010,14,28,Wallasey,Wallasey,North_West_,31.4,89642,176.7,106,-201.8,-4.7,106301,Lab,Lab,0,0,8
E14001007,20,41,Uxbridge and South Ruislip,Uxbridge_and_South_Ruislip,London,48.3,104114,984.6,81,2992.5,26.8,285117,Con,Con,1,1,26
E14000676,22,43,"Ealing, Southall",Ealing_Southall,London,29.8,98463,1727.8,100,4457.5,37.4,350711,Lab,Lab,0,0,16
E14001005,21,44,Twickenham,Twickenham,London,34.1,113550,2653.7,96,11211,40,568508,LD,LD,0,0,10
E14000701,20,43,Feltham and Heston,Feltham_and_Heston,London,34,128307,1080.8,83,3085.1,31.3,217450,Lab,Lab,0,0,18
E14001040,23,45,Wimbledon,Wimbledon,London,49.1,97604,4223.8,136,10635,36.3,708138,Con,Con,1,1,9
E14000896,22,44,Richmond Park,Richmond_Park,London,49.7,118846,4194.1,117,13059.3,34.5,735997,Con,Con,1,1,13
E14000984,22,46,Sutton and Cheam,Sutton_and_Cheam,London,42.4,96653,1189.2,93,3969.3,28.4,341538,LD,LD,0,0,16
E14000770,22,45,Kingston and Surbiton,Kingston_and_Surbiton,London,36.5,120655,1960.8,103,6543.9,34.8,379388,LD,LD,0,0,21
E14000741,23,39,Hendon,Hendon,London,42.3,126421,2566.1,114,6428.6,34,388821,Con,Con,1,1,6
E14000592,22,41,Brent North,Brent_North,London,31.5,129677,2266,105,5358.2,36.5,340545,Lab,Lab,0,0,11
E14000731,23,40,Harrow East,Harrow_East,London,44.7,105529,1384.7,84,4020.4,28.8,379665,Con,Con,1,1,11
E14000675,21,42,Ealing North,Ealing_North,London,30.9,122549,1823.9,99,4760,35.4,299735,Lab,Lab,0,0,12
E14000737,20,42,Hayes and Harlington,Hayes_and_Harlington,London,29.4,114190,1015.1,89,2638.8,29,225626,Lab,Lab,0,0,20
E14000732,22,40,Harrow West,Harrow_West,London,36.8,105402,1624.7,116,3651.4,28.9,322112,Lab,Lab,0,0,11
E14000906,21,41,"Ruislip, Northwood and Pinner",Ruislip_Northwood_and_Pinner,London,57.5,94898,1301.6,71,5391,29.1,466876,Con,Con,1,1,29
E14000768,24,43,Kensington,Kensington,London,50.1,114633,14935.3,209,30156.3,40.3,1185020,Con,Con,1,1,10
E14000726,22,42,Hammersmith,Hammersmith,London,36.4,116708,6509.1,170,12950.1,47.2,496598,Lab,Lab,0,0,11
E14000692,25,38,"Enfield, Southgate",Enfield_Southgate,London,49.4,98882,2101.7,117,4414.1,26.1,429657,Con,Con,1,1,18
E14000752,25,40,Hornsey and Wood Green,Hornsey_and_Wood_Green,London,16.7,126977,5824.5,157,13535.7,42.1,577998,LD,LD,0,0,22
E14000636,24,39,Chipping Barnet,Chipping_Barnet,London,48.8,114096,1927,93,6249.6,31,439410,Con,Con,1,1,15
E14000656,24,46,Croydon South,Croydon_South,London,50.9,114523,1367,75,5682.6,32.1,379239,Con,Con,1,1,13
E14000634,27,39,Chingford and Woodford Green,Chingford_and_Woodford_Green,London,52.8,88789,818,72,2712.4,22.6,328256,Con,Con,1,1,28
E14001013,28,40,Walthamstow,Walthamstow,London,14,113791,2014.4,126,4739.1,40.9,268617,Lab,Lab,0,0,11
E14000687,26,39,Edmonton,Edmonton,London,29.8,114381,1251.3,109,2380.9,26.1,214080,Lab,Lab,0,0,8
E14000720,27,40,Hackney North and Stoke Newington,Hackney_North_and_Stoke_Newington,London,14.5,131054,4919,157,9504.3,48.8,352235,Lab,Lab,0,0,33
E14001002,25,39,Tottenham,Tottenham,London,14.9,131935,2623.1,139,5758.6,44.3,241571,Lab,Lab,0,0,9
E14000751,30,41,Hornchurch and Upminster,Hornchurch_and_Upminster,London,51.4,103569,509.4,46,2847.7,23,284734,Con,Con,1,1,24
E14000759,28,39,Ilford North,Ilford_North,London,45.7,103814,850.4,76,2391.1,21.4,287307,Con,Con,1,1,12
E14000657,29,41,Dagenham and Rainham,Dagenham_and_Rainham,London,34.3,103525,682.8,72,2028.6,25.6,192647,Lab,Lab,0,0,20
E14000558,30,43,Bexleyheath and Crayford,Bexleyheath_and_Crayford,London,50.5,88427,370.7,50,1852,22.3,230740,Con,Con,1,1,24
E14000900,29,40,Romford,Romford,London,56,97428,631.1,68,2544.1,24.1,255591,Con,Con,1,1,7
E14000872,29,45,Orpington,Orpington,London,59.7,89404,578,41,4850,32.3,398656,Con,Con,1,1,9
E14000869,30,44,Old Bexley and Sidcup,Old_Bexley_and_Sidcup,London,54.1,87123,471.3,52,2480.4,23.5,291027,Con,Con,1,1,21
E14000690,29,44,Eltham,Eltham,London,37.5,90222,797.1,63,3605.3,34.4,277877,Lab,Lab,0,0,6
E14000787,28,44,Lewisham East,Lewisham_East,London,23.6,103954,1930,108,5547.6,40.2,312254,Lab,Lab,0,0,13
E14000604,28,45,Bromley and Chislehurst,Bromley_and_Chislehurst,London,53.5,89826,1023.8,68,5183.7,32.8,400950,Con,Con,1,1,23
E14000718,28,43,Greenwich and Woolwich,Greenwich_and_Woolwich,London,24.5,115907,2658.3,128,5854.6,36.5,318196,Lab,Lab,0,0,22
E14000679,28,42,East Ham,East_Ham,London,15.2,153676,2037.7,128,3331.2,30.8,226654,Lab,Lab,0,0,8
E14000696,29,43,Erith and Thamesmead,Erith_and_Thamesmead,London,31.5,112660,606.7,82,1641.6,22.6,168792,Lab,Lab,0,0,20
E14000790,27,41,Leyton and Wanstead,Leyton_and_Wanstead,London,22.2,105935,1480.6,134,2424.1,21.9,273791,Lab,Lab,0,0,19
E14001032,27,42,West Ham,West_Ham,London,14.7,160408,2600.6,150,4585.7,35.8,209774,Lab,Lab,0,0,8
E14000691,26,38,Enfield North,Enfield_North,London,42.3,104024,1194.5,98,2815.2,26.3,256243,Con,Con,1,1,13
E14000760,28,41,Ilford South,Ilford_South,London,27.4,134854,1338.9,114,2289.3,21.7,241054,Lab,Lab,0,0,12
E14000540,29,42,Barking,Barking,London,17.8,125771,1060.9,90,2321,27,183351,Lab,Lab,0,0,7
E14000553,26,43,Bermondsey and Old Southwark,Bermondsey_and_Old_Southwark,London,17.1,129807,5116.7,149,11755.3,49.6,389755,LD,LD,0,0,28
E14000882,27,43,Poplar and Limehouse,Poplar_and_Limehouse,London,27.1,134734,4207.5,168,8176.2,40.7,335851,Lab,Lab,0,0,20
E14000555,26,42,Bethnal Green and Bow,Bethnal_Green_and_Bow,London,13.9,128269,3243.4,149,6432.9,42.3,279325,Lab,Lab,0,0,21
E14000721,26,41,Hackney South and Shoreditch,Hackney_South_and_Shoreditch,London,13.5,121065,4300.5,140,9071.8,51.2,317508,Lab,Lab,0,0,28
E14000764,25,41,Islington South and Finsbury,Islington_South_and_Finsbury,London,19.4,105822,5039.2,146,11948.9,47.9,481079,Lab,Lab,0,0,28
E14000727,24,41,Hampstead and Kilburn,Hampstead_and_Kilburn,London,32.7,131018,9718.4,191,17408.8,37.1,760187,Lab,Lab,0,0,21
E14000703,24,40,Finchley and Golders Green,Finchley_and_Golders_Green,London,46,123439,4566.4,147,9806.3,32.4,608198,Con,Con,1,1,26
E14001036,24,42,Westminster North,Westminster_North,London,38.5,117987,10865.5,190,21531,44.9,833271,Lab,Lab,0,0,17
E14000591,23,41,Brent Central,Brent_Central,London,11.2,140006,3421.2,143,6368.5,38.6,308538,LD,LD,0,0,13
E14000674,23,43,Ealing Central and Acton,Ealing_Central_and_Acton,London,38,119659,5307.9,175,10331.4,38,511618,Con,Con,1,1,24
E14000593,21,43,Brentford and Isleworth,Brentford_and_Isleworth,London,37.2,130745,3296.6,126,7652.4,31.6,451048,Con,Con,1,1,23
E14001008,25,44,Vauxhall,Vauxhall,London,21.5,116602,5022.5,156,11585.7,49.6,420805,Lab,Lab,0,0,8
E14000639,25,43,Cities of London and Westminster,Cities_of_London_and_Westminster,London,52.2,113475,17269.9,259,35936.5,45.6,1121052,Con,Con,1,1,32
E14000763,26,40,Islington North,Islington_North,London,14.2,105225,4215.8,147,9998.2,48.1,408888,Lab,Lab,0,0,15
E14000750,25,42,Holborn and St Pancras,Holborn_and_St_Pancras,London,20.4,138921,6932.4,141,15902.6,47.3,523919,Lab,Lab,0,0,22
E14000615,26,44,Camberwell and Peckham,Camberwell_and_Peckham,London,13,126909,2396.3,95,6861.6,48.7,269357,Lab,Lab,0,0,22
E14000673,26,45,Dulwich and West Norwood,Dulwich_and_West_Norwood,London,22.2,112414,3554.5,118,10428.9,47.4,456549,Lab,Lab,0,0,24
E14000551,28,46,Beckenham,Beckenham,London,57.9,88668,1096.2,70,5803.1,33.2,450740,Con,Con,1,1,9
E14000654,25,46,Croydon Central,Croydon_Central,London,39.4,116087,1299,100,3981.2,31.9,253690,Con,Con,1,1,15
E14000788,27,45,Lewisham West and Penge,Lewisham_West_and_Penge,London,25.5,108059,1441.4,111,4278.6,33.8,256811,Lab,Lab,0,0,23
E14000789,27,44,"Lewisham, Deptford",Lewisham_Deptford,London,13.5,115681,2862.2,153,6031.7,43.1,270974,Lab,Lab,0,0,18
E14000978,25,45,Streatham,Streatham,London,18.3,117998,4158.5,148,10091,47,427667,Lab,Lab,0,0,9
E14000655,27,46,Croydon North,Croydon_North,London,24.1,138276,1784.1,125,4232.4,31.8,237177,Lab,Lab,0,0,13
E14000621,26,46,Carshalton and Wallington,Carshalton_and_Wallington,London,36.8,96977,747.3,64,3346.2,30.3,276609,LD,LD,0,0,25
E14000823,23,46,Mitcham and Morden,Mitcham_and_Morden,London,25.2,104621,1413.8,101,4037.8,38.1,255683,Lab,Lab,0,0,18
S14000051,20,0,Orkney and Shetland,Orkney_and_Shetland,Scotland,10.5,44770,15.8,52,409.2,14.2,132941,LD,LD,0,0,19
E14000887,23,44,Putney,Putney,London,52,92762,4425.5,151,11640.7,45.5,605480,Con,Con,1,1,6
E14000998,24,45,Tooting,Tooting,London,38.5,106084,4432.4,152,11057.1,43.8,556742,Lab,Lab,0,0,7
E14000549,24,44,Battersea,Battersea,London,47.3,109466,5734.8,160,14096.2,44.5,619327,Con,Con,1,1,9
E14000862,21,35,Northampton South,Northampton_South,East_Midlands,40.8,95145,437.2,114,723.7,12.9,131161,Con,Con,1,1,17
E14000649,17,36,Coventry North East,Coventry_North_East,West_Midlands,22.1,112897,322.1,107,244.6,5.1,101138,Lab,Lab,0,0,19
E14000861,20,35,Northampton North,Northampton_North,East_Midlands,34.1,87013,291.3,82,599.6,11.9,135210,Con,Con,1,1,17
E14000985,20,33,Sutton Coldfield,Sutton_Coldfield,West_Midlands,54,94690,294.3,59,321.6,3.3,232934,Con,Con,1,1,16
E14000561,18,33,"Birmingham, Erdington",Birmingham_Erdington,West_Midlands,32.6,98603,208,89,156.8,3.9,94864,Lab,Lab,0,0,21
E14000563,17,34,"Birmingham, Hodge Hill",Birmingham_Hodge_Hill,West_Midlands,11.6,123537,195.7,66,171.3,4.3,95970,Lab,Lab,0,0,22
E14000868,17,35,Nuneaton,Nuneaton,West_Midlands,41.5,91671,218.6,68,766.2,14.4,134400,Con,Con,1,1,8
E14000565,13,37,"Birmingham, Northfield",Birmingham_Northfield,West_Midlands,33.6,101950,175.8,60,257.8,5.4,106375,Lab,Lab,0,0,22
E14000566,17,33,"Birmingham, Perry Barr",Birmingham_Perry_Barr,West_Midlands,21.3,108224,205.5,80,88.9,2.1,107711,Lab,Lab,0,0,22
E14000564,16,34,"Birmingham, Ladywood",Birmingham_Ladywood,West_Midlands,11.9,130702,488.9,139,493.7,9.7,97790,Lab,Lab,0,0,20
E14000560,15,35,"Birmingham, Edgbaston",Birmingham_Edgbaston,West_Midlands,37.6,97661,429.3,106,347.8,4.8,171179,Lab,Lab,0,0,21
E14001029,16,33,West Bromwich East,West_Bromwich_East,West_Midlands,28.9,88785,135.8,62,119.4,3,109593,Lab,Lab,0,0,18
E14000722,14,35,Halesowen and Rowley Regis,Halesowen_and_Rowley_Regis,West_Midlands,41.2,87660,137.8,55,161,3.3,127899,Con,Con,1,1,26
E14001030,14,34,West Bromwich West,West_Bromwich_West,West_Midlands,29.3,91260,136.2,65,147.4,4,97122,Lab,Lab,0,0,18
E14000671,15,33,Dudley North,Dudley_North,West_Midlands,37,81909,116.8,52,217.1,5.5,111280,Lab,Lab,0,0,12
E14000672,13,34,Dudley South,Dudley_South,West_Midlands,43.1,79831,120.3,53,176.5,4.1,123070,Con,Con,1,1,12
E14000976,13,35,Stourbridge,Stourbridge,West_Midlands,42.7,89696,170.4,56,170.9,2.8,155729,Con,Con,1,1,11
E14000531,19,32,Aldridge-Brownhills,Aldridge-Brownhills,West_Midlands,59.3,76963,133.9,46,282.1,5.3,158696,Con,Con,1,1,19
E14001011,18,32,Walsall North,Walsall_North,West_Midlands,34.3,94295,152.4,64,234.5,6.3,92663,Lab,Lab,0,0,13
E14001012,19,33,Walsall South,Walsall_South,West_Midlands,35.4,99666,203,71,298,6.9,109026,Lab,Lab,0,0,13
E14001049,16,32,Wolverhampton North East,Wolverhampton_North_East,West_Midlands,34.3,89491,99.8,57,160.2,4.8,87362,Lab,Lab,0,0,24
E14001050,17,32,Wolverhampton South East,Wolverhampton_South_East,West_Midlands,28.6,88960,116.7,63,151.4,4.7,85894,Lab,Lab,0,0,24
E14001051,15,32,Wolverhampton South West,Wolverhampton_South_West,West_Midlands,40.7,84973,191.8,87,118.3,2.3,141245,Con,Con,1,1,24
E14001016,15,34,Warley,Warley,West_Midlands,24.8,93298,169.3,80,109.2,2.8,104078,Lab,Lab,0,0,6
E14000562,14,36,"Birmingham, Hall Green",Birmingham_Hall_Green,West_Midlands,15,117238,372.4,92,255.1,4,152964,Lab,Lab,0,0,22
E14000931,15,36,Solihull,Solihull,West_Midlands,42.6,99333,350.1,58,271.5,2.8,231779,LD,LD,0,0,8
E14000567,13,36,"Birmingham, Selly Oak",Birmingham_Selly_Oak,West_Midlands,31.1,104469,292.5,93,174.9,3.1,131014,Lab,Lab,0,0,21
E14000568,16,35,"Birmingham, Yardley",Birmingham_Yardley,West_Midlands,19.2,108343,212.5,78,153.5,3.4,104683,LD,LD,0,0,19
E14000864,26,34,Norwich South,Norwich_South,East,22.9,97993,504.2,122,860.9,12.5,145853,LD,LD,0,0,13
E14000816,25,34,Mid Norfolk,Mid_Norfolk,East,49.5,100665,313.2,73,1018.1,12.5,181259,Con,Con,1,1,11
E14000620,17,15,Carlisle,Carlisle,North_West_,39.3,86405,132.2,82,-59.4,-1.3,114365,Con,Con,1,1,8
S14000006,15,10,"Ayr, Carrick and Cumnock",Ayr_Carrick_and_Cumnock,Scotland,25.5,92829,103.5,59,-332.5,-8.3,89622,Lab,Lab,0,0,24
S14000008,21,10,"Berwickshire, Roxburgh and Selkirk",Berwickshire_Roxburgh_and_Selkirk,Scotland,33.8,94678,-94.5,79,-691,-11.5,125706,LD,LD,0,0,34
S14000059,19,6,West Dunbartonshire,West_Dunbartonshire,Scotland,7.7,89810,92,42,-275.3,-7.6,81989,Lab,Lab,0,0,19
S14000014,16,10,"Dumfriesshire, Clydesdale and Tweeddale",Dumfriesshire_Clydesdale_and_Tweeddale,Scotland,38,86708,-80.9,65,-673.9,-11.6,142393,Con,Con,1,1,39
S14000027,16,0,Na h-Eileanan an Iar,Na_h-Eileanan_an_Iar,Scotland,4.4,27400,-5.5,39,53.6,4.1,94929,SNP,SNP,0,0,20
S14000045,15,11,Midlothian,Midlothian,Scotland,11.9,84700,92.9,40,95.8,2,127898,Lab,Lab,0,0,10
S14000020,17,11,East Lothian,East_Lothian,Scotland,19.7,101360,167.7,51,262.8,3.4,167791,Lab,Lab,0,0,12
S14000040,19,8,Kilmarnock and Loudoun,Kilmarnock_and_Loudoun,Scotland,14.2,96416,97.1,52,-326.6,-8.4,86423,Lab,Lab,0,0,22
S14000019,18,8,"East Kilbride, Strathaven and Lesmahagow",East_Kilbride_Strathaven_and_Lesmahagow,Scotland,13,99182,105.8,48,-405.1,-8.7,102889,Lab,Lab,0,0,40
S14000047,19,7,Motherwell and Wishaw,Motherwell_and_Wishaw,Scotland,9.4,91716,113.8,43,33.8,1,81419,Lab,Lab,0,0,21
S14000003,17,9,Airdrie and Shotts,Airdrie_and_Shotts,Scotland,8.7,87530,103.6,40,1.1,0,86804,Lab,Lab,0,0,18
S14000044,18,9,Livingston,Livingston,Scotland,10.8,108552,250.7,56,125.8,2.3,115278,Lab,Lab,0,0,10
S14000023,20,9,Edinburgh North and Leith,Edinburgh_North_and_Leith,Scotland,14.9,109816,881.9,180,-119.7,-1.2,175141,Lab,Lab,0,0,25
S14000043,16,9,Linlithgow and East Falkirk,Linlithgow_and_East_Falkirk,Scotland,11.9,113445,172.6,47,246.1,4.8,101818,Lab,Lab,0,0,27
S14000028,20,7,Falkirk,Falkirk,Scotland,11.2,111283,159.9,45,226.1,4.4,102311,Lab,Ind,0,0,7
S14000041,18,11,Kirkcaldy and Cowdenbeath,Kirkcaldy_and_Cowdenbeath,Scotland,9.3,97349,147.3,59,-133.1,-2.7,105158,Lab,Lab,0,0,25
S14000017,19,11,Dunfermline and West Fife,Dunfermline_and_West_Fife,Scotland,6.8,99237,145.3,54,-200.9,-3.8,116892,Lab,Lab,0,0,25
S14000021,15,8,East Renfrewshire,East_Renfrewshire,Scotland,30.4,91500,142.8,27,974.4,11.5,219305,Lab,Lab,0,0,17
S14000052,18,5,Paisley and Renfrewshire North,Paisley_and_Renfrewshire_North,Scotland,14.6,88671,164.6,45,538.5,10.5,125500,Lab,Lab,0,0,30
S14000053,17,5,Paisley and Renfrewshire South,Paisley_and_Renfrewshire_South,Scotland,9.9,85229,218.1,68,543.3,11.5,108189,Lab,Lab,0,0,30
S14000010,15,9,Central Ayrshire,Central_Ayrshire,Scotland,20.4,88560,24,47,-465.8,-12.7,89672,Lab,Lab,0,0,16
S14000048,14,8,North Ayrshire and Arran,North_Ayrshire_and_Arran,Scotland,15.6,94405,28.5,50,-516.6,-11.9,91665,Lab,Lab,0,0,24
S14000011,18,6,"Coatbridge, Chryston and Bellshill",Coatbridge_Chryston_and_Bellshill,Scotland,8.1,96443,108.9,39,-8.8,-0.2,85825,Lab,Lab,0,0,34
S14000012,14,6,"Cumbernauld, Kilsyth and Kirkintilloch East",Cumbernauld_Kilsyth_and_Kirkintilloch_East,Scotland,8.3,85817,227.8,50,155.7,2.6,155453,Lab,Lab,0,0,43
S14000018,20,6,East Dunbartonshire,East_Dunbartonshire,Scotland,15.5,82084,155.9,32,-27.7,-0.4,209917,LD,LD,0,0,19
S14000022,21,9,Edinburgh East,Edinburgh_East,Scotland,10.9,96130,684.2,147,-71.4,-0.8,178918,Lab,Lab,0,0,14
S14000026,19,9,Edinburgh West,Edinburgh_West,Scotland,23.2,93364,395.5,68,-248.1,-2.6,227672,LD,LD,0,0,14
S14000025,19,10,Edinburgh South West,Edinburgh_South_West,Scotland,24.3,100111,648.8,123,-142.9,-1.5,191859,Lab,Lab,0,0,20
S14000024,20,10,Edinburgh South,Edinburgh_South,Scotland,21.6,88079,515.6,107,-211.2,-2.5,214041,Lab,Lab,0,0,15
S14000036,18,10,Glenrothes,Glenrothes,Scotland,7.2,89179,123.9,54,-114.4,-2.7,103065,Lab,Lab,0,0,10
S14000038,16,5,Inverclyde,Inverclyde,Scotland,12,80310,114,60,-151,-3.9,98274,Lab,Lab,0,0,10
S14000042,17,8,Lanark and Hamilton East,Lanark_and_Hamilton_East,Scotland,15,98057,115.6,50,-332,-6.8,105387,Lab,Lab,0,0,24
S14000056,16,8,Rutherglen and Hamilton West,Rutherglen_and_Hamilton_West,Scotland,9.7,104949,102,42,-312.8,-6.8,94521,Lab,Lab,0,0,28
S14000032,17,6,Glasgow North East,Glasgow_North_East,Scotland,5.3,85028,185.7,79,-175.2,-4.5,90262,Lab,Lab,0,0,18
S14000030,18,7,Glasgow East,Glasgow_East,Scotland,4.5,88575,146.5,54,-232.6,-5.5,101302,Lab,Lab,0,0,12
S14000031,16,6,Glasgow North,Glasgow_North,Scotland,7.1,71927,229.8,151,-260.2,-7.4,96752,Lab,Lab,0,0,13
S14000034,16,7,Glasgow South,Glasgow_South,Scotland,11.5,88359,209.3,94,-408.1,-8.8,107108,Lab,Lab,0,0,13
S14000033,15,6,Glasgow North West,Glasgow_North_West,Scotland,9.9,86937,194,84,-286.6,-6.7,99007,Lab,Lab,0,0,18
S14000035,15,7,Glasgow South West,Glasgow_South_West,Scotland,6.6,85057,141.1,56,-266.1,-6.7,101617,Lab,Lab,0,0,18
S14000029,17,7,Glasgow Central,Glasgow_Central,Scotland,7.1,90667,338.2,186,-254.1,-5.9,91419,Lab,Lab,0,0,15
W07000048,6,37,Swansea East,Swansea_East,Wales,14.8,80494,87.7,76,-152.2,-4.6,89772,Lab,Lab,0,0,12
E14000961,2,47,St Austell and Newquay,St_Austell_and_Newquay,South_West,40,99951,238.1,92,696.8,7.9,187335,LD,LD,0,0,22
E14000838,5,44,North Devon,North_Devon,South_West,36,93847,353.2,95,901.9,9.6,210193,LD,LD,0,0,11
E14000702,8,42,Filton and Bradley Stoke,Filton_and_Bradley_Stoke,South_West,40.8,94473,581,90,1386.2,16.6,208304,Con,Con,1,1,24
E14000635,10,44,Chippenham,Chippenham,South_West,41,97078,280.2,62,1202.7,13.6,206156,LD,LD,0,0,10
E14000535,22,29,Ashfield,Ashfield,East_Midlands,22.2,102518,177.7,70,310.5,6.5,104573,Lab,Lab,0,0,8
E14000629,23,42,Chelsea and Fulham,Chelsea_and_Fulham,London,60.5,104439,12712.7,191,28638.7,46.3,1121926,Con,Con,1,1,18
E14000811,15,44,Meon Valley,Meon_Valley,South_East,56.2,90234,334.7,54,1979.8,17.8,282221,Con,Con,1,1,11
E14000989,14,32,Telford,Telford,West_Midlands,36.3,90856,258.4,85,294.6,6.5,116082,Lab,Lab,0,0,7
E14000599,10,43,Bristol East,Bristol_East,South_West,28.3,96049,515.6,103,1287.6,19.2,155219,Lab,Lab,0,0,12
E14000650,16,36,Coventry North West,Coventry_North_West,West_Midlands,29.3,102842,344.2,105,288.7,5.1,122958,Lab,Lab,0,0,19
